State,County,inf_total,inf_mar,inf_apr,inf_may,inf_jun,inf_jul,inf_aug,inf_sep_13,inf_by_pop,death_mar,death_apr,death_may,death_jun,death_jul,death_aug,death_sep,deaths,death_rate_by_pop,Demographics,total_pop,perc_non_white,med_income,perc_below_poverty_level,unemployment,Voting,num_polls,polls_per_person,early_vote_duration,same_day_reg,vra_provision,Election,perc_trump_2020,perc_rep_gov_2020,gov_rep_incumbent_2020,2020_turnout,2020_registered,perc_trump_2016,perc_rep_gov_2016,gov_incumbent_2016,2016_turnout,2016_registered,difference_turnout_2020_minus_2016,difference_trump_perc_2020_minus_2016,difference_gop_gov_perc_2020_minus_2016
Vermont,Essex,6,0,2,3,3,4,6,6,0.000964,0,0,0,0,0,0,0,0,0,,6224,0.0351864,35916,0.155,0.039,,,0,45,1,0,,0.5329,0.7489,1,0.7412,4849,0.515,0.708,0,0.7238,4512,0.017444692,0.017930769,0.040907692
Vermont,Franklin,123,13,91,99,104,117,122,123,0.0025121,0,5,5,6,6,7,7,7,0.00014297,,48963,0.0470559,56240,0.111,0.041,,,0,45,1,0,,0.4452,0.7355,1,0.7341,37668,0.409,0.675,0,0.6553,33693,0.078842375,0.036233333,0.06054
Vermont,Grand Isle,13,0,3,7,10,13,13,13,0.0018783,0,0,0,0,0,0,0,0,0,,6921,0.0523046,59509,0.082,0.044,,,0,45,1,0,,0.3764,0.683,1,0.7356,6138,0.362,0.632,0,0.7519,5686,-0.016251,0.01444,0.05096
Vermont,Lamoille,48,13,26,29,30,42,45,48,0.0018949,0,1,1,1,1,1,1,1,0.0000395,,25331,0.0377798,52686,0.11,0.055,,,0,45,1,0,,0.3373,0.7195,1,0.7358,20466,0.28,0.566,0,0.695,18760,0.040824,0.05725,0.15354
Vermont,Orange,22,4,7,9,9,15,20,22,0.000761,0,0,0,0,0,0,0,0,0,,28908,0.0315138,52480,0.102,0.032,,,0,45,1,0,,0.3664,0.6755,1,0.7378,22699,0.342,0.574,0,0.7109,20771,0.026940647,0.024435294,0.101494118
Vermont,Orleans,22,7,9,10,14,14,15,22,0.0008219,0,0,0,0,0,0,0,0,0,,26766,0.0346335,41953,0.122,0.056,,,0,45,1,0,,0.4607,0.7022,1,0.7335,21156,0.428,0.688,0,0.685,19052,0.04845325,0.032668421,0.014210526
Vermont,Rutland,128,6,45,55,73,89,118,128,0.002165,0,1,1,1,1,1,1,1,0.0000169,,59122,0.0322215,49271,0.104,0.054,,,0,45,1,0,,0.44,0.7009,1,0.7354,45818,0.421,0.624,0,0.7098,43441,0.025590719,0.019003571,0.076885714
Vermont,Washington,71,15,33,39,41,47,62,71,0.0012167,0,1,1,1,2,2,2,2,0.0000343,,58355,0.0405278,57281,0.108,0.035,,,0,45,1,0,,0.2454,0.6535,1,0.7379,47073,0.257,0.541,0,0.7282,44470,0.00969895,-0.01161,0.11252
Vermont,Windham,123,11,71,81,94,101,123,123,0.0028497,0,3,3,3,3,3,3,3,0.0000695,,43163,0.0478187,50234,0.12,0.052,,,0,45,1,0,,0.2846,0.5432,1,0.7373,36013,0.241,0.363,0,0.7116,33153,0.025687154,0.043627273,0.180172727
Vermont,Windsor,82,18,40,51,58,70,79,82,0.0014816,1,2,2,2,2,2,2,2,0.0000361,,55345,0.0378354,52460,0.096,0.039,,,0,45,1,0,,0.2984,0.6573,1,0.7327,50239,0.288,0.47,0,0.7073,45969,0.025399885,0.010433333,0.187254167
Vermont,Vermont,,,,,,,,1676,0.002685945,,,,,,,,170,0.000272441,,623989,0.058,60076,0.11,0.067,,,0,45,1,0,,0.3038,0.6696,1,0.7327,506312,0.2976,0.529,0,0.6795,471618,0.0532,0.0062,0.1406
Washington,Adams,746,7,47,63,134,374,634,746,0.0380729,0,0,0,0,3,7,9,9,0.00045932,,19594,0.1004182,43926,0.156,0.055,,1,0.0000516,18,1,1,,0.6665,0.714,0,0.7598,7772,0.6721,0.6727,1,0.725,7271,0.0348,-0.005604,0.041325
Washington,Asotin,63,0,18,19,21,24,52,63,0.0028099,0,2,2,2,2,2,2,2,0.0000892,,22421,0.0585121,43175,0.14,0.052,,1,0.0000449,18,1,0,,0.6124,0.6426,0,0.8108,14833,0.597,0.5748,1,0.719,16642,0.0918,0.015417,0.067788
Washington,Benton,4499,101,430,962,1904,3636,4329,4499,0.0227777,6,41,65,82,110,125,129,129,0.00065311,,197518,0.0944215,60485,0.098,0.071,,3,0.0000155,18,1,0,,0.5859,0.6357,0,0.8216,126264,0.5955,0.6197,1,0.782,113763,0.0396,-0.00962,0.015955
Washington,Chelan,1922,15,111,256,336,1060,1740,1922,0.0252135,2,6,7,7,11,14,15,15,0.00019678,,76229,0.0645706,51354,0.109,0.067,,1,0.0000132,18,1,0,,0.5252,0.5793,0,0.862,50620,0.5468,0.5898,1,0.803,46447,0.059,-0.021561,-0.010476
Washington,Clallam,215,6,18,25,36,91,209,215,0.0028518,0,0,0,0,0,1,1,1,0.0000133,,75392,0.1242592,46033,0.133,0.097,,1,0.0000135,18,1,0,,0.4681,0.502,0,0.8606,57691,0.4804,0.5096,1,0.804,55337,0.0566,-0.012269,-0.007597
Washington,Clark,2895,116,359,551,843,1780,2612,2895,0.0061172,6,21,25,30,42,57,61,61,0.0001289,,473252,0.1286473,58225,0.088,0.089,,1,0.0000021,18,1,0,,0.4586,0.4891,0,0.8514,325355,0.4654,0.5194,1,0.767,305934,0.0844,-0.006788,-0.030304
Washington,Columbia,14,1,1,1,8,13,13,14,0.003507,0,0,0,0,0,1,1,1,0.0002505,,3992,0.0744654,42519,0.133,0.066,,1,0.0002516,18,1,0,,0.703,0.7349,0,0.8896,2834,0.6937,0.6843,1,0.837,3025,0.0526,0.009306,0.05069
Washington,Cowlitz,575,13,45,73,179,426,542,575,0.005385,0,0,0,0,5,6,6,6,0.0000562,,106778,0.0843422,47596,0.122,0.093,,1,0.0000095,18,1,0,,0.5711,0.6257,0,0.8343,72696,0.5348,0.5714,1,0.756,70832,0.0783,0.036268,0.054333
Washington,Douglas,1235,5,78,172,239,747,1155,1235,0.0293887,0,1,3,3,8,9,10,10,0.00023797,,42023,0.0680027,51908,0.104,0.069,,1,0.0000242,18,1,0,,0.608,0.6577,0,0.8379,25603,0.6228,0.6521,1,0.775,22083,0.0629,-0.014812,0.005587
Washington,Ferry,29,1,1,1,1,12,25,29,0.0038269,0,0,0,0,0,0,0,0,0,,7578,0.2352941,37571,0.178,0.102,,1,0.0001328,18,1,0,,0.6345,0.6868,0,0.8506,5194,0.6205,0.6235,1,0.804,5206,0.0466,0.014032,0.063336
Washington,Franklin,4250,33,279,704,1777,3386,4081,4250,0.0461911,0,9,20,33,47,58,60,60,0.00065211,,92009,0.0959988,55177,0.134,0.073,,1,0.0000111,18,1,1,,0.5567,0.6017,0,0.7829,41945,0.5628,0.5965,1,0.734,39049,0.0489,-0.006109,0.005198
Washington,Garfield,10,0,0,0,0,2,4,10,0.0044843,0,0,0,0,0,0,0,0,0,,2230,0.0552093,51548,0.138,0.078,,1,0.0004452,18,1,0,,0.7179,0.7564,0,0.8897,1687,0.6907,0.7028,1,0.836,1786,0.0537,0.027231,0.053617
Washington,Grant,2661,62,166,255,611,1281,2371,2661,0.0278633,0,2,3,5,11,14,16,16,0.00016754,,95502,0.0758217,45949,0.127,0.074,,2,0.0000212,18,1,0,,0.6572,0.71,0,0.7934,47822,0.6612,0.6773,1,0.749,45920,0.0444,-0.003981,0.032703
Washington,Grays Harbor,355,1,12,17,27,92,242,355,0.0048778,0,0,0,0,2,6,6,6,0.0000824,,72779,0.1249668,42405,0.173,0.114,,1,0.000014,18,1,0,,0.5171,0.5661,0,0.7915,48911,0.5006,0.5139,1,0.747,47427,0.0445,0.016478,0.052175
Washington,Island,281,106,172,180,192,239,275,281,0.003391,3,9,11,12,15,15,15,15,0.00018102,,82866,0.1395485,58455,0.075,0.08,,1,0.0000122,18,1,0,,0.4218,0.4697,0,0.8588,63212,0.4339,0.4973,1,0.81,60920,0.0488,-0.012092,-0.027592
Washington,Jefferson,71,14,28,30,38,51,70,71,0.0022695,0,0,0,0,0,0,0,0,0,,31285,0.085474,46320,0.127,0.089,,1,0.0000324,18,1,0,,0.2796,0.3097,0,0.9006,27700,0.2997,0.3447,1,0.86,26902,0.0406,-0.020134,-0.034996
Washington,King,20887,2332,6310,8161,10198,15216,19684,20887,0.0095135,152,448,569,612,668,742,763,763,0.00034753,,2195502,0.3139493,71811,0.092,0.069,,2,0.0000009,18,1,1,,0.2224,0.2563,0,0.8535,1429453,0.2178,0.3215,1,0.806,1405958,0.0475,0.004559,-0.065236
Washington,Kitsap,1106,63,151,161,221,599,1000,1106,0.0041597,1,2,2,2,4,10,12,12,0.0000451,,265882,0.1686086,62413,0.091,0.075,,2,0.0000076,18,1,0,,0.388,0.4397,0,0.8377,190644,0.398,0.4737,1,0.78,182720,0.0577,-0.010011,-0.034034
Washington,Kittitas,489,8,14,88,128,326,451,489,0.0106543,0,0,0,0,17,21,22,22,0.00047933,,45897,0.0810516,42982,0.158,0.08,,1,0.0000223,18,1,0,,0.535,0.5945,0,0.8751,30391,0.5369,0.5825,1,0.812,27280,0.0631,-0.00189,0.012054
Washington,Klickitat,187,7,17,25,59,100,176,187,0.0086092,1,3,3,3,3,3,3,3,0.00013812,,21721,0.0705158,41694,0.127,0.076,,1,0.000047,18,1,0,,0.5337,0.5749,0,0.8512,16045,0.5429,0.5809,1,0.806,15941,0.0452,-0.009198,-0.005988
Washington,Lewis,429,10,29,37,65,166,341,429,0.0054898,0,3,3,3,3,4,4,4,0.0000512,,78145,0.0736964,42860,0.125,0.09,,1,0.000013,18,1,0,,0.6487,0.6919,0,0.842,54243,0.6502,0.6783,1,0.776,50023,0.066,-0.001521,0.013543
Washington,Lincoln,38,1,2,2,4,10,31,38,0.0035937,0,0,0,0,0,1,1,1,0.0000946,,10574,0.0553459,47195,0.125,0.059,,1,0.0000968,18,1,0,,0.7323,0.7783,0,0.8787,8049,0.7266,0.7202,1,0.839,7483,0.0397,0.005662,0.058127
Washington,Mason,354,2,23,36,50,145,319,354,0.0055482,0,1,1,1,1,1,3,3,0.000047,,63804,0.1176016,48755,0.137,0.104,,1,0.0000161,18,1,0,,0.5016,0.5532,0,0.8494,44161,0.4922,0.5393,1,0.779,41060,0.0704,0.009368,0.013925
Washington,Okanogan,1012,3,26,49,115,724,996,1012,0.0241862,0,1,2,2,5,9,9,9,0.0002151,,41842,0.1841314,40368,0.17,0.078,,1,0.0000241,18,1,0,,0.5563,0.6059,0,0.8301,25821,0.5682,0.5684,1,0.793,24541,0.0371,-0.011861,0.037551
Washington,Pacific,77,0,4,9,17,33,60,77,0.0035504,0,1,0,2,0,0,3,3,0.000138325,,21688,0.1006812,39830,0.154,0.107,,2,0.000094,18,1,0,,0.4944,0.5324,0,0.8496,16688,0.5049,0.5054,1,0.792,15388,0.0576,-0.010517,0.027034
Washington,Pend Oreille,56,0,2,3,4,36,53,56,0.0041863,0,0,0,0,0,0,0,0,0,,13377,0.0859797,40567,0.15,0.104,,1,0.0000762,18,1,0,,0.6697,0.7008,0,0.8347,10329,0.6499,0.6339,1,0.799,10196,0.0357,0.019807,0.066877
Washington,Pierce,8122,353,1554,2224,2887,5344,7500,8122,0.009261,6,51,79,101,134,181,201,201,0.00022919,,877013,0.2442928,59204,0.087,0.094,,7,0.0000081,18,1,0,,0.4261,0.4795,0,0.8226,567803,0.4251,0.4992,1,0.741,546569,0.0816,0.000968,-0.019774
Washington,San Juan,30,4,14,15,19,28,30,30,0.001787,0,0,0,0,0,0,0,0,0,,16788,0.0565332,53376,0.102,0.071,,1,0.0000613,18,1,0,,0.2316,0.2643,0,0.9076,14642,0.2505,0.3089,1,0.883,13573,0.0246,-0.018856,-0.04456
Washington,Skagit,1063,101,338,434,519,784,1021,1063,0.0084626,3,13,15,15,21,24,24,24,0.00019107,,125612,0.0922146,55925,0.097,0.09,,1,0.0000081,18,1,0,,0.4462,0.4981,0,0.8641,85682,0.4455,0.5038,1,0.798,80910,0.0661,0.000709,-0.00561
Washington,Skamania,60,1,3,3,5,47,58,60,0.0051051,0,0,0,0,1,1,1,1,0.0000851,,11753,0.0672653,53712,0.117,0.098,,1,0.0000863,18,1,0,,0.5313,0.5669,0,0.8214,8972,0.5244,0.5555,1,0.79,8253,0.0314,0.006918,0.011466
Washington,Snohomish,7385,1228,2446,3349,4018,5741,7085,7385,0.009245,32,108,147,170,197,220,216,216,0.0002704,,798808,0.2086951,68381,0.075,0.074,,3,0.0000038,18,1,0,,0.3793,0.435,0,0.8517,518878,0.3781,0.4774,1,0.782,499054,0.0697,0.001183,-0.042386
Washington,Spokane,5831,140,366,600,1385,3620,5364,5831,0.011535,4,22,32,40,60,138,146,146,0.00028882,,505505,0.1049671,49233,0.13,0.084,,6,0.0000121,18,1,0,,0.5029,0.5482,0,0.8182,363137,0.505,0.5403,1,0.78,334913,0.0382,-0.002086,0.007967
Washington,Stevens,133,4,9,11,18,82,126,133,0.0029784,0,1,1,1,1,1,2,2,0.0000448,,44655,0.1052763,41742,0.135,0.087,,1,0.0000227,18,1,0,,0.6967,0.7367,0,0.843,33990,0.6778,0.6892,1,0.787,32893,0.056,0.018929,0.047534
Washington,Thurston,1094,48,105,154,263,650,1002,1094,0.0039112,0,1,2,7,9,15,16,16,0.0000572,,279711,0.1746166,62229,0.087,0.079,,1,0.0000037,18,1,0,,0.3882,0.4347,0,0.8383,201865,0.379,0.451,1,0.775,194421,0.0633,0.009244,-0.01632
Washington,Wahkiakum,6,0,2,4,5,5,6,6,0.0014058,0,0,0,0,0,0,0,0,0,,4268,0.0759433,41815,0.109,0.094,,1,0.0002403,18,1,0,,0.584,0.6269,0,0.8672,3480,0.5751,0.6003,1,0.811,3272,0.0562,0.008932,0.026681
Washington,Walla Walla,825,7,77,109,169,412,766,825,0.0136669,0,0,2,3,4,6,6,6,0.0000994,,60365,0.0812225,46597,0.133,0.064,,1,0.0000167,18,1,0,,0.5246,0.5676,0,0.847,37239,0.5424,0.5816,1,0.802,37021,0.045,-0.017785,-0.01397
Washington,Washington,,,,,,,,,,,,,,,,,,,,,0.215,70116,0.103,0.072,,59,0.0000077,18,1,0,,0.3877,0.4312,0,0.8414,4892871,0.3807,0.5439,1,0.783,4872385,0.0584,0.007,-0.1127
Washington,Whatcom,1210,116,304,396,622,904,1112,1210,0.0054796,7,28,36,40,48,50,50,50,0.00022643,,220821,0.1306043,51939,0.149,0.088,,1,0.0000046,18,1,0,,0.3642,0.4027,0,0.8794,158780,0.3732,0.4336,1,0.825,151259,0.0544,-0.008974,-0.03094
Washington,Whitman,1015,6,16,20,39,88,509,1015,0.0206171,0,0,0,0,0,0,0,0,0,,49231,0.1584876,36257,0.254,0.062,,2,0.000041,18,1,0,,0.4292,0.4804,0,0.8604,24748,0.4331,0.5047,1,0.792,25263,0.0684,-0.003913,-0.024315
Washington,Yakima,11945,147,1237,3615,7385,10449,11672,11945,0.047838,3,49,95,158,217,255,264,264,0.00105728,,249697,0.1253133,43506,0.165,0.079,,1,0.000004,18,1,1,,0.5256,0.5662,0,0.7595,127692,0.5416,0.5502,1,0.708,123311,0.0515,-0.016042,0.015962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,West Virginia,,,,,,,,12699,0.007086496,,,,,,,,266,0.000148438,,1792000,0.065,44921,0.178,0.061,,1368,0.0007633,10,0,0,,0.686,0.648,1,0.6249,1272067,0.685,0.423,0,0.574,1274887,0.051,0.001,0.225
West Virginia,Barbour,36,0,5,9,15,29,33,36,0.0021644,0,1,1,1,1,1,1,1,0.0000601,,16633,0.036838,37327,0.2,0.08,,17,0.001015,10,0,0,,0.766,0.73,1,0.6714,9945,0.7478,0.4803,0,0.626,9984,0.045,0.0182,0.2497
West Virginia,Berkeley,872,16,145,308,458,645,801,872,0.007561,0,2,6,10,11,11,11,11,0.0000954,,115329,0.1171215,53515,0.115,0.06,,49,0.0004318,10,0,0,,0.646,0.602,1,0.6151,83784,0.6591,0.552,0,0.563,77563,0.052,-0.0131,0.05
West Virginia,Boone,176,0,3,9,21,76,139,176,0.0078684,0,0,0,0,0,0,0,0,0,,22368,0.0172739,42156,0.225,0.106,,23,0.0010084,10,0,0,,0.756,0.652,1,0.5881,15323,0.749,0.2981,0,0.601,14908,-0.013,0.007,0.3539
West Virginia,Braxton,9,0,2,2,3,8,9,9,0.0006342,0,0,0,0,0,0,0,0,0,,14190,0.0243664,31848,0.216,0.1,,19,0.0013265,10,0,0,,0.727,0.685,1,0.6653,8514,0.6949,0.3501,0,0.587,9067,0.078,0.0321,0.3349
West Virginia,Brooke,104,0,3,5,9,60,88,104,0.0046307,0,0,0,0,1,2,1,1,0.0000445,,22459,0.0338437,42493,0.137,0.089,,28,0.0012355,10,0,0,,0.708,0.657,1,0.5559,19168,0.6892,0.4323,0,0.514,19079,0.042,0.0188,0.2247
West Virginia,Cabell,654,1,42,66,124,315,541,654,0.0069324,0,0,0,0,2,8,8,8,0.0000848,,94339,0.0875513,38374,0.193,0.075,,44,0.0004599,10,0,0,,0.581,0.573,1,0.6255,59728,0.6,0.3621,0,0.578,59010,0.048,-0.019,0.2109
West Virginia,Calhoun,22,0,1,2,2,6,10,22,0.0030158,0,0,0,0,0,0,0,0,0,,7295,0.0172227,31679,0.228,0.136,,11,0.0014917,10,0,0,,0.796,0.742,1,0.6212,4783,0.7776,0.4424,0,0.456,5939,0.165,0.0184,0.2996
West Virginia,Clay,30,0,0,4,10,17,27,30,0.0034447,0,0,0,1,1,2,2,2,0.00022965,,8709,0.0171027,31613,0.251,0.112,,12,0.0013592,10,0,0,,0.796,0.736,1,0.5916,5688,0.7739,0.3759,0,0.523,5891,0.069,0.0221,0.3601
West Virginia,Doddridge,17,0,0,0,0,4,6,17,0.001986,0,0,0,0,0,0,0,0,0,,8560,0.0378965,34817,0.19,0.058,,13,0.0015159,10,0,0,,0.845,0.786,1,0.674,4601,0.8303,0.6089,0,0.605,4811,0.069,0.0147,0.1771
West Virginia,Fayette,470,0,13,48,66,126,292,470,0.0107858,0,0,4,4,5,9,10,10,0.00022948,,43576,0.0644424,33771,0.225,0.09,,42,0.0009507,10,0,0,,0.687,0.621,1,0.5808,29031,0.6753,0.2938,0,0.58,27196,0.001,0.0117,0.3272
West Virginia,Gilmer,19,0,2,10,13,16,18,19,0.0023629,0,0,0,0,0,0,0,0,0,,8041,0.1403983,38442,0.248,0.085,,13,0.0015982,10,0,0,,0.756,0.687,1,0.5694,4675,0.7456,0.4351,0,0.563,4661,0.006,0.0104,0.2519
West Virginia,Grant,147,0,1,12,16,68,141,147,0.012655,0,0,0,0,0,6,6,6,0.00051653,,11616,0.0230133,41368,0.149,0.058,,17,0.0014653,10,0,0,,0.884,0.834,1,0.7148,7707,0.8769,0.6739,0,0.634,7937,0.081,0.0071,0.1601
West Virginia,Greenbrier,117,3,3,9,58,85,105,117,0.0033281,0,0,0,1,3,3,3,3,0.0000853,,35155,0.0558933,37895,0.158,0.068,,27,0.0007599,10,0,0,,0.689,0.708,1,0.6668,23770,0.6794,0.3075,0,0.537,26831,0.13,0.0096,0.4005
West Virginia,Hampshire,95,0,7,29,41,73,92,95,0.0040757,0,1,1,1,1,1,1,1,0.0000429,,23309,0.0297221,27766,0.2,0.05,,25,0.0010722,10,0,0,,0.796,0.749,1,0.7122,14162,0.7774,0.6215,0,0.564,15578,0.148,0.0186,0.1275
West Virginia,Hancock,137,3,10,18,22,97,122,137,0.0046626,0,0,0,0,0,0,0,0,0,,29383,0.047367,38522,0.132,0.093,,26,0.0008765,10,0,0,,0.711,0.666,1,0.5669,24341,0.7014,0.4819,0,0.517,25010,0.05,0.0096,0.1841
West Virginia,Hardy,75,1,5,39,44,54,73,75,0.0054328,0,0,0,0,0,0,0,0,0,,13805,0.0618303,32723,0.129,0.06,,14,0.0010136,10,0,0,,0.767,0.713,1,0.702,9018,0.7574,0.5421,0,0.62,9324,0.082,0.0096,0.1709
West Virginia,Harrison,320,11,30,41,61,183,265,320,0.0047123,0,1,1,1,1,1,3,3,0.0000442,,67908,0.0422976,43183,0.167,0.075,,0,0,10,0,0,,0.679,0.646,1,0.6566,46398,0.6706,0.4214,0,0.637,45067,0.02,0.0084,0.2246
West Virginia,Jackson,228,9,130,137,143,157,202,228,0.0078874,0,13,18,18,19,19,22,22,0.00076106,,28907,0.0214129,40376,0.167,0.087,,33,0.0011306,10,0,0,,0.747,0.7,1,0.6713,20123,0.7401,0.4167,0,0.565,22173,0.106,0.0069,0.2833
West Virginia,Jefferson,403,8,79,182,229,288,356,403,0.007132,0,1,1,4,4,4,4,4,0.0000708,,56506,0.111649,65304,0.097,0.058,,28,0.0005002,10,0,0,,0.543,0.522,1,0.6405,43254,0.5468,0.4867,0,0.642,38245,-0.002,-0.0038,0.0353
West Virginia,Kanawha,1985,31,160,229,316,798,1417,1985,0.0108305,0,7,18,20,20,31,51,51,0.00027826,,183279,0.1132785,46085,0.171,0.09,,111,0.0005961,10,0,0,,0.564,0.513,1,0.6459,127341,0.5793,0.3122,0,0.551,141639,0.095,-0.0153,0.2008
West Virginia,Lewis,37,0,4,9,19,26,32,37,0.0022888,0,0,1,2,2,2,2,2,0.00012372,,16166,0.0252318,36199,0.173,0.107,,25,0.0015348,10,0,0,,0.775,0.738,1,0.7012,10634,0.7613,0.4728,0,0.695,10278,0.006,0.0137,0.2652
West Virginia,Lincoln,139,0,2,6,8,61,115,139,0.0066667,0,0,0,0,0,1,2,2,0.0000959,,20850,0.0148759,35487,0.233,0.094,,19,0.0009001,10,0,0,,0.768,0.695,1,0.6099,12838,0.7511,0.3528,0,0.551,13295,0.059,0.0169,0.3422
West Virginia,Logan,544,2,13,17,22,133,484,544,0.0164083,0,1,1,1,3,27,37,37,0.001116,,33154,0.0321316,36999,0.246,0.138,,39,0.0011582,10,0,0,,0.809,0.74,1,0.5084,25620,0.8008,0.3682,0,0.46,27523,0.048,0.0082,0.3718
West Virginia,Marion,243,5,45,51,59,170,220,243,0.004312,1,2,2,2,2,2,3,3,0.0000532,,56355,0.0238335,40681,0.139,0.087,,0,0,10,0,0,,0.741,0.676,1,0.6251,41264,0.7314,0.434,0,0.645,21078,-0.02,0.0096,0.242
West Virginia,Marshall,139,4,12,30,40,124,133,139,0.0044398,0,0,0,0,0,1,1,1,0.0000319,,31308,0.0247977,38411,0.169,0.083,,23,0.0008538,10,0,0,,0.758,0.696,1,0.6571,21426,0.7514,0.396,0,0.573,18225,0.084,0.0066,0.3
West Virginia,Mason,124,3,12,15,18,45,104,124,0.0046234,0,0,0,0,1,1,1,1,0.0000373,,26820,0.1023343,22252,0.354,0.137,,38,0.00198,10,0,0,,0.789,0.774,1,0.5984,18721,0.7463,0.4042,0,0.364,17511,0.234,0.0427,0.3698
West Virginia,McDowell,80,0,6,6,6,26,70,80,0.004287,0,0,0,0,0,0,0,0,0,,18661,0.0592878,42152,0.166,0.08,,78,0.00138043,10,0,0,,0.632,0.602,1,0.4205,15521,0.6369,0.3863,0,0.589,40293,-0.589,-0.0049,0.2157
West Virginia,Mercer,379,2,10,13,39,138,310,379,0.0063252,0,0,0,0,3,23,24,24,0.00040054,,59919,0.0875775,34842,0.227,0.1,,54,0.0008906,10,0,0,,0.765,0.756,1,0.5842,43021,0.7573,0.547,0,0.569,41266,0.015,0.0077,0.209
West Virginia,Mineral,149,0,17,46,56,109,145,149,0.0054846,0,0,1,3,4,4,4,4,0.00014724,,27167,0.0512146,31163,0.145,0.069,,0,0,10,0,0,,0.78,0.757,1,0.6947,18528,0.7843,0.6156,0,0.613,19297,0.082,-0.0043,0.1414
West Virginia,Mingo,301,0,2,7,20,121,243,301,0.0123919,0,1,1,2,2,5,7,7,0.00028818,,24290,0.0342693,35955,0.27,0.158,,1,0.0000405,10,0,0,,0.853,0.77,1,0.4974,20147,0.8319,0.3928,0,0.475,20452,0.022,0.0211,0.3772
West Virginia,Monongalia,1691,31,102,133,171,896,1126,1691,0.0160324,0,4,5,5,5,5,5,5,0.0000474,,105474,0.09977,44173,0.183,0.058,,34,0.0003218,10,0,0,,0.494,0.481,1,0.5623,74709,0.5113,0.3966,0,0.552,67438,0.01,-0.0173,0.0844
West Virginia,Monroe,144,0,5,7,12,19,123,144,0.0107455,0,0,0,0,0,4,7,7,0.00052235,,13401,0.0301772,41234,0.149,0.066,,20,0.0014829,10,0,0,,0.781,0.766,1,0.6932,9363,0.7654,0.4366,0,0.549,10818,0.144,0.0156,0.3294
West Virginia,Morgan,44,1,11,18,20,26,38,44,0.0024846,0,0,0,0,0,0,0,0,0,,17709,0.0306933,36046,0.108,0.053,,14,0.0007943,10,0,0,,0.752,0.713,1,0.604,14395,0.7489,0.6411,0,0.596,13088,0.008,0.0031,0.0719
West Virginia,Nicholas,66,0,6,8,10,31,52,66,0.0026318,0,0,1,1,1,2,3,3,0.00011963,,25078,0.0223395,40064,0.19,0.103,,29,0.0011426,10,0,0,,0.779,0.736,1,0.6381,16659,0.764,0.3487,0,0.55,17838,0.088,0.015,0.3873
West Virginia,Ohio,328,10,27,42,91,248,293,328,0.007783,0,1,1,1,4,5,6,6,0.00014237,,42143,0.067067,41025,0.125,0.081,,28,0.0006568,10,0,0,,0.621,0.599,1,0.6413,31030,0.621,0.4466,0,0.614,30114,0.027,0,0.1524
West Virginia,Pendleton,46,0,3,12,13,37,44,46,0.0065705,0,0,0,1,1,1,1,1,0.00014284,,7001,0.0378386,34175,0.146,0.043,,14,0.0020066,10,0,0,,0.76,0.744,1,0.6958,5259,0.7436,0.4964,0,0.626,5316,0.07,0.0164,0.2476
West Virginia,Pleasants,15,1,2,4,5,8,15,15,0.0020048,0,0,0,0,0,2,2,2,0.00026731,,7482,0.0316422,41859,0.136,0.094,,11,0.0014686,10,0,0,,0.785,0.765,1,0.6407,5449,0.7486,0.4059,0,0.622,5205,0.019,0.0364,0.3591
West Virginia,Pocahontas,56,0,2,21,25,41,42,56,0.0066272,0,0,0,0,0,0,0,0,0,,8450,0.0297842,33779,0.175,0.074,,1,0.0001173,10,0,0,,0.722,0.711,1,0.7041,5692,0.6846,0.3334,0,0.665,5644,0.039,0.0374,0.3776
West Virginia,Preston,142,3,13,25,78,122,140,142,0.0042158,0,0,1,2,3,4,4,4,0.00011875,,33683,0.0253258,45413,0.162,0.061,,21,0.000622,10,0,0,,0.768,0.716,1,0.7205,20225,0.7535,0.5252,0,0.69,18772,0.03,0.0145,0.1908
West Virginia,Putnam,399,4,25,34,55,159,283,399,0.0070482,0,0,0,0,0,0,2,2,0.0000353,,56610,0.0339656,54854,0.1,0.066,,47,0.0008293,10,0,0,,0.703,0.64,1,0.7047,40443,0.7146,0.3956,0,0.658,39015,0.047,-0.0116,0.2444
West Virginia,Raleigh,415,3,8,16,52,172,363,415,0.0055148,0,0,0,0,1,4,5,5,0.0000664,,75252,0.1124961,40758,0.207,0.085,,55,0.0007209,10,0,0,,0.745,0.693,1,0.6083,54422,0.7444,0.3735,0,0.552,54884,0.056,0.0006,0.3195
West Virginia,Randolph,230,1,4,131,156,207,224,230,0.0079502,0,0,0,0,0,0,2,2,0.0000691,,28930,0.0318248,37276,0.194,0.082,,0,0,10,0,0,,0.711,0.675,1,0.6293,19387,0.7015,0.4111,0,0.624,17817,0.005,0.0095,0.2639
West Virginia,Ritchie,9,0,0,1,2,3,5,9,0.0009143,0,0,0,0,0,0,0,0,0,,9844,0.0161242,35769,0.172,0.081,,16,0.0016024,10,0,0,,0.852,0.792,1,0.6802,6297,0.8356,0.6223,0,0.557,7465,0.123,0.0164,0.1697
