State,County,inf_total,inf_mar,inf_apr,inf_may,inf_jun,inf_jul,inf_aug,inf_sep_13,inf_by_pop,death_mar,death_apr,death_may,death_jun,death_jul,death_aug,death_sep,deaths,death_rate_by_pop,Demographics,total_pop,perc_non_white,med_income,perc_below_poverty_level,unemployment,Voting,num_polls,polls_per_person,early_vote_duration,same_day_reg,vra_provision,Election,perc_trump_2020,perc_rep_gov_2020,gov_rep_incumbent_2020,2020_turnout,2020_registered,perc_trump_2016,perc_rep_gov_2016,gov_incumbent_2016,2016_turnout,2016_registered,difference_turnout_2020_minus_2016,difference_trump_perc_2020_minus_2016,difference_gop_gov_perc_2020_minus_2016
Delaware,Kent,2788,34,759,1436,1690,2167,2624,2788,0.0154215,2,26,63,89,107,110,113,113,0.00062505,,180786,0.3273653,53183,0.114,0.109,,75,0.0004297,0,0,0,,0.471,0.46,0,0.6805,459246,0.496,0.481,0,0.62,116201,0.0605,-0.025,-0.021
Delaware,New Castle,9092,197,1734,3758,5065,6794,8190,9092,0.0163803,6,68,170,244,287,300,305,305,0.00054949,,555058,0.3399771,62474,0.136,0.1,,265,0.0004774,0,0,0,,0.307,0.295,0,0.6708,138812,0.326,0.311,0,0.65,403967,0.0208,-0.019,-0.016
Delaware,Sussex,6504,88,2216,4253,4681,5608,6330,6504,0.0277682,2,58,133,176,191,195,197,197,0.00084107,,234225,0.1732073,51046,0.117,0.097,,90,0.0004104,0,0,0,,0.551,0.538,0,0.7051,182539,0.591,0.528,0,0.69,155495,0.0151,-0.04,0.01
Delaware,,,,,,,,,,,,,,,,,,,,,973764,0.308,65627,0.125,0.1,,430,0.0004416,0,0,0,,0.398,0.3863,0,0.6886,739570,0.5309,0.3918,0,0.6557,675663,0.0329,-0.1329,-0.0055
Indiana,Adams,221,1,7,15,46,75,188,221,0.0062472,0,1,1,2,3,3,4,4,0.00011307,,35376,0.0198704,46695,0.116,0.036,,7,0.000199,28,0,0,,0.752,0.667,1,0.73,19780,0.7371,0.644,0,0.69,19482,0.04,0.0149,0.023
Indiana,Allen,5655,37,565,1626,2668,3535,5005,5655,0.0151782,3,55,77,120,167,188,203,203,0.00054486,,372575,0.1936104,49370,0.135,0.056,,120,0.0003248,28,0,0,,0.545,0.585,1,0.64,267870,0.5704,0.548,0,0.55,276407,0.09,-0.0254,0.037
Indiana,Bartholomew,1136,13,253,516,583,731,1077,1136,0.0137729,0,15,38,47,50,58,60,60,0.00072744,,82481,0.1167443,54165,0.101,0.048,,19,0.0002311,28,0,0,,0.619,0.609,1,0.69,53417,0.6353,0.595,0,0.6,55494,0.09,-0.0163,0.014
Indiana,Benton,87,2,8,30,47,59,80,87,0.0100265,-,-,-,-,-,-,-,0,0,,8677,0.028182,48711,0.115,0.042,,7,0.0008085,28,0,0,,0.732,0.687,1,0.69,6015,0.7035,0.632,0,0.62,6129,0.07,0.0285,0.055
Indiana,Blackford,105,1,8,26,38,56,80,105,0.0087405,0,1,2,2,2,2,2,2,0.00016649,,12013,0.030293,39225,0.141,0.064,,2,0.0001651,28,0,0,,0.718,0.631,1,0.66,8213,0.6923,0.568,0,0.56,8976,0.1,0.0257,0.063
Indiana,Boone,947,22,194,332,439,632,862,947,0.0144483,0,23,38,45,49,49,49,49,0.00074759,,65544,0.0612226,67255,0.054,0.025,,10,0.0001558,28,0,0,,0.581,0.617,1,0.72,53840,0.6108,0.599,0,0.67,49294,0.05,-0.0298,0.018
Indiana,Brown,91,3,15,33,38,68,89,91,0.0060409,0,1,1,1,1,2,3,3,0.00019915,,15064,0.0285409,51568,0.101,0.047,,11,0.0007335,28,0,0,,0.643,0.553,1,0.71,12622,0.6313,0.564,0,0.64,12955,0.07,0.0117,-0.011
Indiana,Carroll,265,2,22,93,108,128,255,265,0.0132012,0,1,2,2,2,13,13,13,0.0006476,,20074,0.0246833,50542,0.088,0.042,,13,0.0006509,28,0,0,,0.746,0.639,1,0.69,14009,0.7258,0.622,0,0.62,14338,0.07,0.0202,0.017
Indiana,Cass,1914,1,1166,1589,1639,1743,1875,1914,0.050528,0,3,8,10,10,10,10,10,0.00026399,,37880,0.0657433,41940,0.135,0.06,,8,0.0002111,28,0,0,,0.695,0.583,1,0.68,22589,0.6827,0.566,0,0.66,22012,0.02,0.0123,0.017
Indiana,Clark,1993,33,295,511,626,1038,1773,1993,0.0171063,0,16,48,51,52,58,60,60,0.00051499,,116507,0.1161972,50496,0.112,0.052,,50,0.0004326,28,0,0,,0.582,0.604,1,0.61,94856,0.5872,0.565,0,0.55,94446,0.06,-0.0052,0.039
Indiana,Clay,272,1,20,51,59,94,229,272,0.0103682,0,1,1,4,5,5,5,5,0.00019059,,26234,0.0241511,46430,0.138,0.053,,11,0.0004197,28,0,0,,0.775,0.67,1,0.66,18717,0.7562,0.584,0,0.59,19581,0.07,0.0188,0.086
Indiana,Clinton,588,1,39,233,280,342,553,588,0.0182196,0,2,2,3,4,11,15,15,0.00046479,,32273,0.0245288,48953,0.119,0.048,,22,0.0006831,28,0,0,,0.721,0.618,1,0.66,20140,0.7147,0.611,0,0.59,20529,0.07,0.0063,0.007
Indiana,Crawford,95,1,19,25,30,41,65,95,0.0089886,0,1,1,1,1,1,1,1,0.0000946,,10569,0.0255126,39700,0.158,0.039,,10,0.0009449,28,0,0,,0.704,0.631,1,0.63,7855,0.6564,0.534,0,0.51,9286,0.12,0.0476,0.097
Indiana,Daviess,588,2,49,90,140,237,497,588,0.0177536,0,13,18,18,21,25,28,28,0.00084541,,33120,0.0369888,47165,0.115,0.041,,28,0.0008482,28,0,0,,0.801,0.701,1,0.67,17927,0.7936,0.602,0,0.57,19449,0.1,0.0074,0.099
Indiana,De Kalb,406,1,21,38,158,213,345,406,0.0094579,0,2,2,5,5,8,10,10,0.00023295,,42927,0.0245475,47247,0.101,0.046,,19,0.0004455,28,0,0,,0.725,0.669,1,0.67,29438,0.7132,0.634,0,0.57,30441,0.1,0.0118,0.035
Indiana,Dearborn,609,14,104,169,204,449,581,609,0.0123083,1,6,22,23,29,30,30,30,0.00060632,,49479,0.025265,56946,0.094,0.049,,36,0.0007282,28,0,0,,0.77,0.726,1,0.65,39758,0.7551,0.715,0,0.69,39926,-0.04,0.0149,0.011
Indiana,Decatur,468,47,206,237,258,328,424,468,0.0176192,1,31,34,35,35,38,41,41,0.00154356,,26562,0.0300019,48047,0.117,0.044,,19,0.0007152,28,0,0,,0.779,0.645,1,0.71,17451,0.763,0.668,0,0.71,15950,0,0.016,-0.023
Indiana,Delaware,1722,18,176,386,427,616,1179,1722,0.0149713,1,15,38,49,53,58,60,60,0.00052165,,115020,0.1102052,37474,0.225,0.067,,57,0.0004928,28,0,0,,0.557,0.56,1,0.58,83661,0.5377,0.466,0,0.51,91038,0.07,0.0193,0.094
Indiana,Dubois,907,3,23,199,259,605,839,907,0.0213196,0,0,3,6,12,17,18,18,0.0004231,,42543,0.0249234,54780,0.076,0.016,,19,0.0004476,28,0,0,,0.691,0.667,1,0.72,30849,0.6688,0.542,0,0.66,30878,0.06,0.0222,0.125
Indiana,Elkhart,6136,20,287,1328,3101,4609,5693,6136,0.0299964,1,7,30,46,80,102,108,108,0.00052797,,204558,0.103623,45693,0.115,0.047,,31,0.0001522,28,0,0,,0.632,0.621,1,0.6,125927,0.6379,0.61,0,0.5,134922,0.1,-0.0059,0.011
Indiana,Fayette,503,9,36,114,145,217,422,503,0.0216866,1,4,7,7,7,8,13,13,0.00056049,,23194,0.0336315,37391,0.145,0.05,,25,0.0010752,28,0,0,,0.765,0.69,1,0.63,16343,0.7176,0.59,0,0.56,17607,0.07,0.0474,0.1
Indiana,Floyd,1226,21,179,320,364,661,1082,1226,0.0158562,0,17,41,46,46,57,63,63,0.0008148,,77320,0.0914849,53961,0.095,0.045,,20,0.0002606,28,0,0,,0.56,0.6,1,0.68,62222,0.5727,0.562,0,0.63,61175,0.05,-0.0127,0.038
Indiana,Fountain,110,1,11,21,28,61,95,110,0.0066951,0,2,2,2,2,2,2,2,0.00012173,,16430,0.0241235,45884,0.112,0.058,,9,0.0005469,28,0,0,,0.771,0.653,1,0.7,11630,0.7557,0.641,0,0.6,12784,0.1,0.0153,0.012
Indiana,Franklin,297,35,98,116,131,202,284,297,0.0130412,4,7,9,9,10,26,26,26,0.00114165,,22774,0.0220466,49516,0.086,0.039,,20,0.0008783,28,0,0,,0.808,0.73,1,0.7,17299,0.7872,0.725,0,0.6,18784,0.1,0.0208,0.005
Indiana,Fulton,207,1,1,27,49,66,135,207,0.0103006,0,0,1,1,1,1,2,2,0.0000995,,20096,0.0359877,40168,0.136,0.046,,11,0.0005468,28,0,0,,0.732,0.596,1,0.69,13255,0.7177,0.611,0,0.65,13374,0.04,0.0143,-0.015
Indiana,Gibson,386,4,7,17,41,195,318,386,0.011469,0,0,2,2,3,4,4,4,0.00011885,,33656,0.048181,49329,0.106,0.032,,19,0.0005647,28,0,0,,0.731,0.72,1,0.69,23561,0.7156,0.593,0,0.64,24646,0.05,0.0154,0.127
Indiana,Grant,1160,7,140,269,376,707,957,1160,0.0174562,0,12,24,29,32,33,35,35,0.0005267,,66452,0.1123611,39747,0.199,0.073,,35,0.000525,28,0,0,,0.683,0.623,1,0.6,45509,0.6719,0.595,0,0.53,49440,0.07,0.0111,0.028
Indiana,Greene,398,2,59,173,189,238,376,398,0.012376,0,8,27,34,37,38,38,38,0.00118163,,32159,0.0199826,43980,0.14,0.056,,20,0.0006206,28,0,0,,0.751,0.652,1,0.74,20365,0.7447,0.497,0,0.65,21708,0.09,0.0063,0.155
Indiana,Hamilton,4546,127,762,1173,1478,2439,3945,4546,0.0140692,0,64,99,105,112,116,117,117,0.0003621,,323117,0.1225792,82468,0.042,0.029,,128,0.0004052,28,0,0,,0.524,0.608,1,0.75,260082,0.5666,0.584,0,0.69,230786,0.06,-0.0426,0.024
Indiana,Hancock,895,26,220,342,423,603,837,895,0.0119073,2,11,28,36,38,44,45,45,0.00059869,,75164,0.0519894,62981,0.056,0.028,,20,0.0002711,28,0,0,,0.676,0.599,1,0.74,58438,0.693,0.625,0,0.66,56315,0.08,-0.017,-0.026
Indiana,Harrison,532,15,130,196,210,271,488,532,0.01332,0,9,24,24,24,26,26,26,0.00065098,,39940,0.025365,50510,0.093,0.062,,22,0.0005547,28,0,0,,0.72,0.697,1,0.69,29654,0.6974,0.635,0,0.66,28754,0.03,0.0226,0.062
Indiana,Hendricks,2579,70,681,1190,1390,1735,2357,2579,0.0157449,1,42,85,115,121,128,137,137,0.00083639,,163799,0.1142066,68297,0.059,0.039,,93,0.0005799,28,0,0,,0.608,0.575,1,0.72,124726,0.6397,0.606,0,0.7,109903,0.02,-0.0317,-0.031
Indiana,Henry,715,1,40,186,240,362,616,715,0.0148171,0,1,11,15,18,21,24,24,0.00049736,,48255,0.0454028,40679,0.144,0.061,,14,0.0002896,28,0,0,,0.716,0.593,1,0.68,31081,0.6894,0.536,0,0.66,31363,0.02,0.0266,0.057
Indiana,Howard,1227,17,173,412,547,793,1087,1227,0.0149033,2,6,30,59,67,65,65,65,0.0007895,,82331,0.1158267,43590,0.123,0.059,,0,0,28,0,0,,0.651,0.601,1,0.67,60903,0.6426,0.538,0,0.59,63952,0.08,0.0084,0.063
Indiana,Huntington,201,2,9,28,70,120,173,201,0.0055282,0,2,2,2,3,3,3,3,0.0000825,,36359,0.0297845,46148,0.101,0.034,,12,0.0003306,28,0,0,,0.738,0.663,1,0.71,25378,0.7261,0.642,0,0.63,25859,0.08,0.0119,0.021
Indiana,Jackson,725,8,139,393,458,547,703,725,0.0164679,0,1,2,4,5,10,10,10,0.00022714,,44025,0.0506625,46501,0.12,0.046,,21,0.0004773,28,0,0,,0.757,0.612,1,0.68,28642,0.7317,0.651,0,0.59,30531,0.09,0.0253,-0.039
Indiana,Jasper,371,8,34,68,108,198,324,371,0.0110922,1,1,1,2,2,2,2,2,0.0000598,,33447,0.0273312,57500,0.094,0.043,,27,0.0008083,28,0,0,,0.736,0.675,1,0.69,22800,0.7013,0.613,0,0.58,23582,0.11,0.0347,0.062
Indiana,Jay,159,1,16,54,72,85,135,159,0.0076296,0,0,0,0,0,0,0,0,0,,20840,0.0219822,40235,0.13,0.054,,11,0.0005234,28,0,0,,0.752,0.622,1,0.68,12534,0.7134,0.589,0,0.65,12632,0.03,0.0386,0.033
Indiana,Jefferson,231,1,27,46,65,146,208,231,0.0071737,0,0,1,1,2,3,3,3,0.0000932,,32201,0.0464784,43795,0.155,0.06,,20,0.0006205,28,0,0,,0.658,0.624,1,0.67,22196,0.631,0.567,0,0.63,22004,0.04,0.027,0.057
Indiana,Jennings,306,16,77,132,171,208,272,306,0.0110429,1,4,6,12,14,14,14,14,0.00050523,,27710,0.0254268,44128,0.148,0.041,,26,0.0009404,28,0,0,,0.775,0.621,1,0.67,18540,0.7376,0.642,0,0.6,19063,0.07,0.0374,-0.021
Indiana,Johnson,2229,101,588,1133,1260,1650,2071,2229,0.0145008,3,67,115,126,126,129,131,131,0.00085222,,153716,0.0716181,61231,0.077,0.042,,25,0.000165,28,0,0,,0.66,0.614,1,0.7,111427,0.6835,0.636,0,0.63,107546,0.07,-0.0235,-0.022
Indiana,Knox,435,2,20,29,63,126,346,435,0.0117361,0,0,0,0,0,3,8,8,0.00021584,,37065,0.0553398,42119,0.157,0.051,,32,0.0008572,28,0,0,,0.728,0.708,1,0.66,24682,0.7139,0.423,0,0.59,26927,0.07,0.0141,0.285
Indiana,Kosciusko,1162,5,35,137,488,815,1048,1162,0.0147023,0,2,2,3,13,18,19,19,0.0002404,,79035,0.0412031,50859,0.09,0.04,,37,0.0004699,28,0,0,,0.741,0.646,1,0.66,54499,0.746,0.696,0,0.61,54154,0.05,-0.005,-0.05
Indiana,La Porte,1319,8,218,434,536,803,1189,1319,0.0119741,0,5,23,25,29,31,37,37,0.00033589,,110154,0.0203769,47617,0.078,0.025,,53,0.001355,28,0,0,,0.526,0.537,1,0.66,16402,0.7344,0.417,0,0.71,83837,-0.05,-0.2084,0.12
Indiana,Lagrange,628,2,25,82,458,538,602,628,0.0160233,0,2,2,6,10,11,11,11,0.00028066,,39193,0.2883878,49035,0.157,0.08,,100,0.0002057,28,0,0,,0.763,0.711,1,0.6,371171,0.3759,0.657,0,0.57,16522,0.03,0.3871,0.054
Indiana,Lake,9913,147,1866,3650,4884,6977,9203,9913,0.0204094,6,90,204,255,283,314,326,326,0.00067119,,485707,0.1472936,47538,0.157,0.078,,309,0.0028034,28,0,0,,0.417,0.437,1,0.63,79763,0.5019,0.33,0,0.55,364293,0.08,-0.0849,0.107
Indiana,Lawrence,494,9,100,164,230,318,456,494,0.0108457,0,14,25,25,28,29,29,29,0.00063669,,45548,0.0271622,42627,0.125,0.049,,25,0.0005485,28,0,0,,0.742,0.641,1,0.65,32555,0.7328,0.626,0,0.59,33367,0.06,0.0092,0.015
Indiana,Madison,1503,41,428,595,652,827,1313,1503,0.0116102,4,56,68,73,75,80,85,85,0.0006566,,129455,0.1145141,43120,0.17,0.061,,89,0.0006882,28,0,0,,0.603,0.568,1,0.58,91258,0.6006,0.514,0,0.56,97563,0.02,0.0024,0.054
Indiana,Marion,20233,965,5576,9958,11451,14575,18631,20233,0.0212561,18,353,617,726,766,799,805,805,0.00084571,,951869,0.3501864,42334,0.172,0.071,,297,0.0003141,28,0,0,,0.345,0.39,1,0.59,670086,0.3597,0.35,0,0.53,699709,0.06,-0.0147,0.04
Indiana,Marshall,958,3,29,108,409,732,895,958,0.0206194,0,1,2,3,22,23,23,23,0.00049504,,46461,0.0325634,45709,0.115,0.057,,15,0.000322,28,0,0,,0.695,0.664,1,0.68,29629,0.6796,0.588,0,0.61,30300,0.07,0.0154,0.076
Indiana,Martin,142,1,7,11,22,42,118,142,0.0139052,0,0,0,0,0,0,0,0,0,,10212,0.0210991,44740,0.118,0.031,,6,0.0005888,28,0,0,,0.783,0.631,1,0.68,7663,0.7688,0.593,0,0.62,7917,0.06,0.0142,0.038
Indiana,Miami,420,3,105,142,183,250,322,420,0.0117269,0,0,1,2,2,2,2,2,0.0000558,,35815,0.0832894,42023,0.161,0.066,,9,0.0002497,28,0,0,,0.755,0.641,1,0.65,22424,0.7399,0.611,0,0.59,23197,0.06,0.0151,0.03
Indiana,Monroe,1991,30,123,166,246,665,1155,1991,0.0135941,0,8,12,30,33,40,40,40,0.00027311,,146461,0.134196,40052,0.214,0.064,,37,0.0002538,28,0,0,,0.35,0.394,1,0.63,100527,0.3523,0.342,0,0.53,112228,0.1,-0.0023,0.052
Indiana,Montgomery,494,6,67,243,287,336,427,494,0.0129026,0,0,18,21,22,22,22,22,0.00057461,,38287,0.0351744,46797,0.108,0.041,,0,0,28,0,0,,0.736,0.616,1,0.69,25157,0.7297,0.621,0,0.64,24363,0.05,0.0063,-0.005
Indiana,Morgan,673,32,155,286,328,422,608,673,0.009625,1,5,26,34,35,38,39,39,0.00055776,,69922,0.0246148,55354,0.106,0.059,,27,0.0003877,28,0,0,,0.761,0.616,1,0.7,52421,0.7568,0.661,0,0.62,51542,0.08,0.0042,-0.045
Indiana,Newton,156,1,48,79,95,109,146,156,0.0111492,0,7,11,11,11,11,11,11,0.00078616,,13992,0.031518,50262,0.103,0.066,,7,0.0005003,28,0,0,,0.75,0.665,1,0.65,10250,0.7035,0.605,0,0.52,11348,0.13,0.0465,0.06
Indiana,Noble,854,2,70,234,437,621,808,854,0.0179767,0,13,22,29,29,32,33,33,0.00069465,,47506,0.0289675,47117,0.091,0.046,,0,0,28,0,0,,0.74,0.655,1,0.65,29845,0.7222,0.63,0,0.56,31028,0.09,0.0178,0.025
Indiana,Ohio,75,1,4,13,14,43,73,75,0.0127681,0,0,0,0,4,7,7,7,0.00119169,,5874,0.0210705,50377,0.097,0.023,,3,0.0005098,28,0,0,,0.668,0.694,1,0.64,4936,0.7251,0.631,0,0.61,4927,0.03,-0.0571,0.063
Indiana,Orange,277,3,76,130,135,160,242,277,0.0141724,0,9,24,25,26,26,26,26,0.00133026,,19545,0.033585,38826,0.156,0.044,,17,0.000873,28,0,0,,0.728,0.638,1,0.65,13784,0.7084,0.601,0,0.54,15736,0.11,0.0196,0.037
Indiana,Owen,162,11,23,35,43,73,143,162,0.0077754,0,1,1,1,1,2,2,2,0.000096,,20835,0.0257919,43950,0.126,0.055,,11,0.0005264,28,0,0,,0.736,0.595,1,0.69,14627,0.7191,0.599,0,0.59,14851,0.1,0.0169,-0.004
Indiana,Parke,94,1,12,22,27,50,85,94,0.005547,0,0,0,0,1,2,2,2,0.00011802,,16946,0.0380801,43870,0.157,0.056,,13,0.0007675,28,0,0,,0.77,0.684,1,0.67,10583,0.7388,0.576,0,0.56,12221,0.11,0.0312,0.108
Indiana,Perry,210,3,15,44,129,181,207,210,0.0109936,0,0,1,9,13,14,15,15,0.00078526,,19102,0.0431552,47596,0.124,0.028,,12,0.0006323,28,0,0,,0.613,0.639,1,0.69,12825,0.5656,0.444,0,0.64,12846,0.05,0.0474,0.195
Indiana,Pike,126,1,1,6,6,37,101,126,0.0101794,0,0,0,0,0,1,1,1,0.0000808,,12378,0.0228392,40680,0.111,0.042,,9,0.0007263,28,0,0,,0.754,0.684,1,0.7,9040,0.7358,0.526,0,0.65,9413,0.05,0.0182,0.158
Indiana,Porter,1937,21,243,548,688,1140,1730,1937,0.0114863,0,8,30,38,41,43,45,45,0.00026685,,168636,0.0728168,62794,0.089,0.047,,77,0.0004598,28,0,0,,0.521,0.532,1,0.67,132035,0.5031,0.428,0,0.62,126944,0.05,0.0179,0.104
Indiana,Posey,279,4,11,16,32,155,214,279,0.0109155,0,0,0,0,0,0,0,0,0,,25560,0.0303444,58750,0.092,0.042,,26,0.0010141,28,0,0,,0.696,0.729,1,0.73,18315,0.6741,0.577,0,0.66,19229,0.07,0.0219,0.152
Indiana,Pulaski,113,1,23,46,60,73,102,113,0.0089975,0,0,0,1,1,1,1,1,0.0000796,,12559,0.0283722,44764,0.122,0.058,,6,0.0004755,28,0,0,,0.731,0.672,1,0.66,8988,0.706,0.571,0,0.58,9609,0.08,0.025,0.101
Indiana,Putnam,507,7,70,142,170,222,438,507,0.013562,1,4,7,8,8,8,8,8,0.000214,,37384,0.0641554,50821,0.122,0.042,,29,0.0007814,28,0,0,,0.74,0.567,1,0.67,24823,0.7229,0.621,0,0.6,25270,0.07,0.0171,-0.054
Indiana,Randolph,231,3,21,70,101,131,206,231,0.0092674,0,2,3,4,4,7,7,7,0.00028083,,24926,0.0277557,40904,0.136,0.05,,18,0.0007168,28,0,0,,0.751,0.673,1,0.67,16825,0.7188,0.598,0,0.6,17956,0.07,0.0322,0.075
Indiana,Ripley,265,31,92,109,112,185,245,265,0.0093339,1,5,6,7,7,8,8,8,0.00028178,,28391,0.0273775,47537,0.111,0.055,,16,0.0005638,28,0,0,,0.789,0.67,1,0.69,21040,0.7655,0.7,0,0.59,22190,0.1,0.0235,-0.03
Indiana,Rush,189,4,37,62,80,112,176,189,0.0113575,0,1,2,3,4,4,4,4,0.00024037,,16641,0.0270449,47401,0.107,0.05,,109,0.0065509,28,0,0,,0.761,0.628,1,0.71,11228,0.7336,0.615,0,0.62,11846,0.09,0.0274,0.013
Indiana,Scott,344,1,46,121,158,247,321,344,0.0144787,1,2,3,8,11,12,12,12,0.00050507,,23759,0.0370119,51440,0.116,0.042,,19,0.0004296,28,0,0,,0.721,0.608,1,0.67,30314,0.7068,0.544,0,0.47,19757,0.2,0.0142,0.064
Indiana,Shelby,56,1,1,1,3,14,46,56,0.0012602,0,0,0,0,0,0,1,1,0.0000225,,44438,0.0254258,52991,0.092,0.041,,15,0.000732,28,0,0,,0.729,0.618,1,0.72,15240,0.6586,0.616,0,0.62,29608,0.1,0.0704,0.002
Indiana,Spencer,229,1,17,40,70,158,212,229,0.0111997,0,1,3,4,8,8,8,8,0.00039126,,20447,0.1946625,44582,0.135,0.053,,146,0.000541,28,0,0,,0.683,0.682,1,0.59,197179,0.4727,0.564,0,0.64,16067,-0.05,0.2103,0.118
Indiana,St. Joseph,5741,51,640,1283,1840,3026,5168,5741,0.021246,3,22,39,70,84,97,102,102,0.00037748,,270216,0.0263436,42898,0.155,0.054,,16,0.0006755,28,0,0,,0.462,0.529,1,0.6,17184,0.6674,0.444,0,0.53,212720,0.07,-0.2054,0.085
Indiana,Starke,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,22952,0.023763,40126,0.11,0.07,,17,0.0007385,28,0,0,,0.726,0.661,1,0.61,17225,0.6901,0.524,0,0.52,18112,0.09,0.0359,0.137
Indiana,Steuben,338,1,23,83,123,193,279,338,0.0098105,0,1,2,2,3,4,7,7,0.00020318,,34453,0.0297999,48080,0.11,0.038,,14,0.0004078,28,0,0,,0.701,0.709,1,0.67,24645,0.6957,0.629,0,0.64,23107,0.03,0.0053,0.08
Indiana,Sullivan,323,2,16,36,47,72,294,323,0.0155813,0,0,1,1,1,8,12,12,0.00057887,,20730,0.0639788,43510,0.137,0.062,,21,0.001014,28,0,0,,0.744,0.674,1,0.65,14059,0.7171,0.425,0,0.59,14906,0.06,0.0269,0.249
Indiana,Switzerland,67,3,16,21,26,42,66,67,0.0062705,0,0,0,0,0,0,0,0,0,,10685,0.0290386,44143,0.177,0.057,,6,0.0005639,28,0,0,,0.755,0.698,1,0.6,7049,0.6915,0.589,0,0.48,7460,0.12,0.0635,0.109
Indiana,Tippecanoe,1994,14,110,404,636,1056,1587,1994,0.0104097,1,2,3,9,12,14,14,14,0.0000731,,191553,0.1608002,44246,0.181,0.048,,41,0.0002155,28,0,0,,0.484,0.533,1,0.61,119355,0.4922,0.481,0,0.56,113548,0.05,-0.0082,0.052
Indiana,Tipton,217,4,18,26,31,98,190,217,0.0143121,0,1,2,2,6,21,25,25,0.00164886,,15162,0.0249951,52686,0.084,0.032,,13,0.0008574,28,0,0,,0.753,0.64,1,0.71,11656,0.7442,0.631,0,0.61,12640,0.1,0.0088,0.009
Indiana,Union,97,2,10,22,29,50,86,97,0.013637,0,0,0,0,0,0,0,0,0,,7113,0.027735,44161,0.107,0.027,,4,0.0005603,28,0,0,,0.772,0.732,1,0.65,4751708,0.7429,0.668,0,0.57,5913,0.08,0.0291,0.064
Indiana,Vanderburgh,3030,18,135,277,416,1624,2591,3030,0.0167135,0,1,2,6,10,19,24,24,0.00013238,,181291,0.138728,43540,0.151,0.049,,28,0.0001543,28,0,0,,0.539,0.601,1,0.67,5273,0.5585,0.528,0,0.53,139519,0.14,-0.0195,0.073
Indiana,Vermillion,118,1,8,11,14,31,95,118,0.0075938,0,0,0,0,0,0,0,0,0,,15539,0.0212916,42524,0.152,0.051,,19,0.0012185,28,0,0,,0.693,0.669,1,0.6,130933,0.6504,0.477,0,0.7,10246,-0.1,0.0426,0.192
Indiana,Vigo,1653,10,64,170,223,426,1264,1653,0.0153826,2,6,9,9,11,18,21,21,0.00019542,,107459,0.118536,40692,0.192,0.079,,19,0.0001763,28,0,0,,0.563,0.598,1,0.73,10386,0.5509,0.422,0,0.51,79517,0.22,0.0121,0.176
Indiana,Wabash,253,1,42,78,109,155,213,253,0.0080601,0,1,2,2,3,6,7,7,0.00022301,,31389,0.0309713,45286,0.124,0.043,,13,0.0004125,28,0,0,,0.738,0.628,1,0.6,73418,0.7292,0.649,0,0.61,22833,-0.01,0.0088,-0.021
Indiana,Warren,39,2,11,13,15,20,39,39,0.0047347,1,1,1,1,1,1,1,1,0.0001214,,8237,0.021188,52317,0.098,0.038,,7,0.0008573,28,0,0,,0.761,0.675,1,0.69,21337,0.7374,0.647,0,0.65,6287,0.04,0.0236,0.028
Indiana,Warrick,959,8,96,167,198,473,770,959,0.0153982,0,14,29,31,31,33,33,33,0.00052987,,62280,0.0571244,62351,0.071,0.033,,42,0.0006774,28,0,0,,0.631,0.677,1,0.72,6300,0.6459,0.591,0,0.61,49679,0.11,-0.0149,0.086
Indiana,Washington,243,6,43,52,64,104,225,243,0.0087259,0,0,1,1,1,1,1,1,0.0000359,,27848,0.020665,41986,0.134,0.061,,21,0.0007574,28,0,0,,0.751,0.656,1,0.71,48001,0.7212,0.65,0,0.58,19986,0.13,0.0298,0.006
Indiana,Wayne,1055,2,78,232,305,579,887,1055,0.0159024,0,3,5,6,9,10,13,13,0.00019595,,66342,0.0914153,38350,0.16,0.058,,9,0.0001351,28,0,0,,0.635,0.612,1,0.63,19424,0.6266,0.524,0,0.61,43365,0.02,0.0084,0.088
Indiana,Wells,248,2,5,32,84,141,227,248,0.0088537,0,0,0,1,2,2,2,2,0.0000714,,28011,0.0275973,48136,0.085,0.024,,5,0.0001794,28,0,0,,0.773,0.667,1,0.64,44057,0.7588,0.669,0,0.7,19278,-0.06,0.0142,-0.002
Indiana,White,466,2,47,235,257,341,440,466,0.0192969,0,0,8,10,10,12,14,14,0.00057973,,24149,0.0332309,51444,0.085,0.042,,9,0.0003738,28,0,0,,0.713,0.658,1,0.75,19010,0.6857,0.605,0,0.6,17356,0.15,0.0273,0.053
Indiana,Whitley,237,2,19,42,79,143,213,237,0.0070264,0,1,3,4,6,6,6,6,0.00017788,,33730,0.024944,51914,0.071,0.029,,18,0.0005377,28,0,0,,0.733,0.66,1,0.67,16901,0.727,0.642,0,0.71,22665,-0.04,0.006,0.018
Indiana,,,,,,,,,106755,0.015857843,,,,,,,,3399,0.000504902,,6732000,0.152,54325,0.131,0.04,,2968,0.0004409,28,0,0,,0.57,0.565,1,0.65,4751708,0.571,0.5138,0,0.58,4829243,0.07,-0.001,0.0512
Missouri,Adair,296,2,12,55,91,132,229,296,0.0116678,0,0,0,0,0,0,0,0,0,,25369,0.0724925,34733,0.239,0.03,,10,0.0003961,0,0,0,,0.621,0.639,1,0.6948,14876,0.5897,0.5493,0,0.6714,15231,0.0234,0.0313,0.08974
